,content_class,style_class,melody_id,model_name,inference_audio_path,melody_score,style_score,overall_score
0,52,27,229,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1615.wav,1,1,1
1,86,57,798,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0816.wav,3,1,1
2,54,17,209,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0992.wav,3,1,1
3,85,81,642,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1165.wav,3,2,2
4,13,20,634,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1089.wav,4,1,2
5,62,52,561,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1423.wav,4,1,1
6,19,28,537,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0524.wav,3,2,2
7,82,67,404,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0553.wav,4,1,2
8,27,3,844,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0567.wav,1,1,1
9,97,82,238,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0400.wav,1,2,1
10,29,79,562,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0492.wav,4,2,2
11,28,72,581,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0056.wav,4,1,1
12,19,28,537,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae0524.wav,4,1,1
13,89,12,281,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1605.wav,2,1,1
14,36,10,279,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0728.wav,4,1,1
15,24,99,760,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1152.wav,4,2,3
16,19,16,685,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae1253.wav,5,2,3
17,86,57,798,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0816.wav,2,1,1
18,52,27,229,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1615.wav,4,2,2
19,63,15,241,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0636.wav,4,2,2
20,100,3,853,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0622.wav,2,1,1
21,19,28,537,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0524.wav,3,1,1
22,27,3,844,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0567.wav,4,2,2
23,32,1,996,model-leaky-relu-finetuned-style-pretraining-29-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/outputs/model-leaky-relu-finetuned-style-pretraining-29-08-2024/vqvae1344.wav,5,2,3
24,81,63,830,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0328.wav,4,1,2
25,58,80,514,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0869.wav,1,1,1
26,72,60,264,model-leaky-relu-frozen-style-pretraining-01-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/outputs/model-leaky-relu-frozen-style-pretraining-01-09-2024/vqvae0534.wav,4,2,2
27,5,56,675,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae1071.wav,2,1,1
28,34,97,865,model-leaky-relu-no-style-pretraining-30-08-2024,/home/user/ss-vq-vae/experiments/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/outputs/model-leaky-relu-no-style-pretraining-30-08-2024/vqvae0658.wav,2,1,1
