,content_class,style_class,melody_id,model_name,inference_audio_path,melody_score,style_score,overall_score
0,101,24,319,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0509.wav,2,3,2
1,54,17,209,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0992.wav,2,3,2
2,100,3,853,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0622.wav,2,4,2
3,52,27,229,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1615.wav,2,4,2
4,73,10,895,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0857.wav,4,3,3
5,81,62,780,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1610.wav,5,5,5
6,89,75,145,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1463.wav,2,4,2
7,19,28,537,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0524.wav,3,3,3
8,62,52,561,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1423.wav,4,4,4
9,89,69,123,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0733.wav,4,4,4
10,40,90,370,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1355.wav,5,5,5
11,38,99,394,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1222.wav,4,4,4
12,37,90,468,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1070.wav,4,4,4
13,7,73,179,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0609.wav,5,4,4
14,97,82,238,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0400.wav,1,3,2
15,13,20,634,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1089.wav,1,4,2
16,58,80,514,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0869.wav,4,4,4
17,27,55,714,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0443.wav,2,3,3
18,36,10,279,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0728.wav,3,3,3
19,63,98,423,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0560.wav,2,4,3
20,63,15,241,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0636.wav,5,4,4
21,63,102,796,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1046.wav,4,4,4
22,89,12,281,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1605.wav,1,3,1
23,85,98,117,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1403.wav,2,4,3
24,17,12,574,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0954.wav,3,3,3
25,27,3,844,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0567.wav,5,4,4
26,28,72,581,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0056.wav,5,3,3
27,34,97,865,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0658.wav,2,4,3
28,87,28,102,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1371.wav,4,3,3
29,29,79,562,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0492.wav,3,4,4
30,82,67,404,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0553.wav,2,4,3
31,81,63,830,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0328.wav,5,5,5
32,24,99,760,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1152.wav,3,4,3
33,73,73,794,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0227.wav,5,3,4
34,63,84,158,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0953.wav,5,5,5
35,83,101,448,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1554.wav,5,3,4
36,89,5,107,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1090.wav,2,3,2
37,19,16,685,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1253.wav,3,3,3
38,72,60,264,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0534.wav,2,4,3
39,32,1,996,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1344.wav,3,4,3
40,15,54,672,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1393.wav,5,4,4
41,39,77,765,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0046.wav,3,4,3
42,17,22,411,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1031.wav,2,5,3
43,9,86,112,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1429.wav,1,4,2
44,85,81,642,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1165.wav,4,4,4
45,86,57,798,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0816.wav,3,4,4
46,5,56,675,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae1071.wav,5,5,5
47,84,1,800,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0171.wav,4,4,4
48,13,73,135,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0469.wav,1,3,1
49,52,36,485,model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024,/home/user/ss-vq-vae/experiments/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/outputs/model-original-no-style-pretraining-with-ssl-dataloader-07-09-2024/vqvae0721.wav,3,3,3
